satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,test,salary
0.89,0.83,5,267,4,0,0,0,technical,0.015543071,low
0.7,0.53,4,152,3,0,0,0,technical,0.013947368,low
0.51,0.48,5,136,4,0,0,0,management,0.017647059,low
0.53,0.88,3,157,3,0,0,0,IT,0.016815287,low
0.76,0.51,4,281,3,0,0,0,IT,0.007259786,low
0.86,0.93,5,208,2,0,0,0,IT,0.022355769,low
0.63,0.96,5,152,3,0,0,0,IT,0.031578947,low
0.58,0.86,5,271,3,0,0,0,IT,0.015867159,low
0.58,0.83,4,163,3,1,0,0,product_mng,0.020368098,low
0.9,0.82,4,136,3,0,0,0,product_mng,0.024117647,low
0.79,0.57,4,233,2,0,0,0,product_mng,0.009785408,low
0.8,0.74,4,221,4,0,0,0,product_mng,0.013393665,low
0.53,0.65,2,189,2,1,0,0,IT,0.006878307,low
0.52,0.84,2,226,3,0,0,0,RandD,0.007433628,low
0.82,0.59,5,201,3,0,0,0,RandD,0.014676617,low
0.68,0.9,2,133,4,0,0,0,RandD,0.013533835,low
0.21,0.61,3,173,2,0,0,0,RandD,0.010578035,low
0.81,0.5,4,152,3,1,0,0,RandD,0.013157895,low
0.57,0.9,3,256,4,0,0,0,RandD,0.010546875,low
0.99,0.72,3,119,2,1,0,0,marketing,0.018151261,low
0.52,0.57,3,150,3,0,0,0,sales,0.0114,low
0.7,0.9,3,225,2,0,0,0,sales,0.012,low
0.88,0.6,4,224,2,0,0,0,sales,0.010714286,low
0.72,0.62,3,270,4,0,0,0,sales,0.006888889,low
0.88,0.51,4,139,3,0,0,0,sales,0.014676259,low
0.71,0.51,3,248,4,0,0,0,sales,0.006169355,low
0.6,0.85,3,172,2,0,0,0,sales,0.014825581,low
0.88,0.86,4,224,3,1,0,0,sales,0.015357143,low
0.55,0.72,5,232,4,0,0,0,sales,0.015517241,low
0.85,0.55,4,260,2,1,0,0,sales,0.008461538,low
0.84,0.51,2,117,4,0,0,0,accounting,0.008717949,low
0.91,0.61,4,243,2,1,0,0,accounting,0.010041152,low
0.82,0.62,4,202,2,0,0,0,accounting,0.012277228,low
0.6,0.91,2,168,4,0,0,0,hr,0.010833333,low
0.89,0.71,5,194,3,0,0,0,hr,0.018298969,low
0.6,0.97,4,219,4,1,0,0,hr,0.017716895,low
0.64,0.52,4,207,3,0,0,0,hr,0.010048309,low
0.93,0.88,4,177,3,0,0,0,technical,0.019887006,low
0.81,0.99,3,239,2,1,0,0,technical,0.012426778,low
0.31,0.49,4,165,3,1,0,0,technical,0.011878788,low
0.68,0.69,4,225,2,0,0,0,technical,0.012266667,low
0.78,0.59,3,212,2,0,0,0,technical,0.008349057,low
0.93,0.68,4,196,2,1,0,0,support,0.013877551,low
0.86,0.98,5,233,3,0,0,0,technical,0.021030043,low
0.38,0.68,5,211,6,0,0,0,technical,0.016113744,low
0.71,0.48,5,114,3,0,0,0,management,0.021052632,low
0.58,0.97,5,202,2,0,0,0,IT,0.024009901,low
0.67,0.59,3,177,3,1,0,0,IT,0.01,low
0.55,0.76,4,233,4,0,0,0,IT,0.01304721,low
0.76,0.98,2,111,2,0,0,0,IT,0.017657658,low
0.7,0.82,3,178,3,0,0,0,IT,0.013820225,low
0.66,0.46,4,204,4,0,0,0,product_mng,0.009019608,low
0.96,0.72,3,272,3,0,0,0,product_mng,0.007941176,low
0.6,0.77,4,157,4,0,0,0,product_mng,0.019617834,low
0.54,0.94,5,229,3,1,0,0,product_mng,0.020524017,low
0.85,0.9,5,202,3,0,0,0,IT,0.022277228,low
0.96,0.84,3,264,3,0,0,0,RandD,0.009545455,low
0.86,0.62,3,256,3,1,0,0,RandD,0.007265625,low
0.53,0.87,3,151,2,0,0,0,RandD,0.017284768,low
0.91,0.95,3,251,3,0,0,0,RandD,0.011354582,low
0.33,0.7,5,271,4,0,0,0,RandD,0.012915129,low
0.75,0.73,4,274,2,0,0,0,RandD,0.010656934,low
0.97,0.8,3,169,3,0,0,0,marketing,0.014201183,low
0.68,0.51,4,176,4,1,0,0,sales,0.011590909,low
0.5,0.96,4,147,3,0,0,0,sales,0.026122449,low
0.66,0.48,3,192,3,1,0,0,sales,0.0075,low
0.68,0.51,4,157,3,0,0,0,sales,0.012993631,low
0.73,0.58,5,230,3,0,0,0,sales,0.012608696,low
0.98,0.53,4,192,2,1,0,0,sales,0.011041667,low
0.86,0.65,3,161,3,0,0,0,sales,0.012111801,low
0.5,0.55,3,176,3,0,0,0,sales,0.009375,low
0.76,0.76,3,216,3,0,0,0,sales,0.010555556,low
0.3,0.47,4,176,2,0,0,0,sales,0.010681818,low
0.3,0.86,3,276,5,1,0,0,accounting,0.009347826,low
0.64,0.59,3,174,3,1,0,0,accounting,0.010172414,low
0.59,0.75,3,106,2,0,0,0,accounting,0.021226415,low
0.85,0.63,4,154,3,0,0,0,hr,0.016363636,low
0.76,0.93,3,271,5,0,0,0,hr,0.010295203,low
0.63,0.5,5,246,2,0,0,0,hr,0.010162602,low
0.65,0.86,4,264,2,1,0,0,hr,0.013030303,low
0.43,0.68,3,197,2,0,0,0,technical,0.01035533,low
0.83,0.56,4,165,2,0,0,0,technical,0.013575758,low
0.49,0.77,4,218,2,0,0,0,technical,0.01412844,low
0.67,0.73,3,203,2,0,0,0,technical,0.010788177,low
0.9,0.47,2,107,6,1,0,0,technical,0.008785047,low
0.83,0.96,3,179,2,0,0,0,technical,0.016089385,low
0.68,0.6,2,192,6,0,0,0,support,0.00625,low
0.91,0.89,2,219,4,0,0,0,technical,0.008127854,low
0.3,0.91,4,248,4,0,0,0,management,0.014677419,low
0.56,0.68,5,203,2,0,0,0,IT,0.016748768,low
0.94,0.94,3,255,3,0,0,0,IT,0.011058824,low
0.82,0.63,5,177,3,0,0,0,IT,0.01779661,low
0.66,0.86,5,185,3,0,0,0,IT,0.023243243,low
0.74,0.64,4,101,6,1,0,0,IT,0.025346535,low
0.63,0.5,3,246,3,0,0,0,product_mng,0.006097561,low
0.65,0.42,6,220,2,0,0,0,product_mng,0.011454545,low
0.56,0.81,3,145,2,0,0,0,product_mng,0.016758621,low
0.32,0.73,6,194,5,0,0,0,product_mng,0.02257732,low
0.8,0.9,4,241,2,0,0,0,IT,0.014937759,low
0.34,0.87,6,175,4,0,0,0,RandD,0.029828571,low
0.62,0.71,5,149,2,0,0,0,RandD,0.023825503,low
0.5,0.86,3,253,2,0,0,0,RandD,0.010197628,low
0.58,0.98,5,218,3,0,0,0,RandD,0.022477064,low
0.94,0.9,2,263,3,0,0,0,RandD,0.006844106,low
0.67,0.99,4,247,3,1,0,0,RandD,0.016032389,low
0.2,0.74,6,148,4,0,0,0,marketing,0.03,low
0.91,0.59,5,162,2,0,0,0,sales,0.018209877,low
0.91,0.67,2,255,4,0,0,0,accounting,0.005254902,low
0.69,0.65,4,232,2,1,0,0,sales,0.011206897,low
0.76,0.4,2,122,5,0,0,0,sales,0.006557377,low
0.55,0.9,4,273,2,1,0,0,sales,0.013186813,low
0.98,0.63,3,285,6,0,0,0,sales,0.006631579,low
0.54,0.56,4,227,3,0,0,0,sales,0.009867841,low
0.63,0.56,4,248,2,1,0,0,sales,0.009032258,low
0.88,0.63,3,257,3,0,0,0,sales,0.007354086,low
0.5,0.95,5,194,3,0,0,0,sales,0.024484536,low
0.52,0.72,3,253,3,0,0,0,accounting,0.008537549,low
0.89,0.95,4,141,3,0,0,0,accounting,0.026950355,low
0.55,0.9,4,199,3,0,0,0,accounting,0.018090452,low
0.51,0.81,3,143,2,0,0,0,hr,0.016993007,low
0.35,0.52,5,244,3,0,0,0,hr,0.010655738,low
0.54,0.71,5,173,2,0,0,0,hr,0.020520231,low
0.72,0.84,4,186,3,0,0,0,hr,0.018064516,low
0.61,0.93,2,247,3,0,0,0,technical,0.007530364,low
0.17,0.93,3,218,4,0,0,0,technical,0.012798165,low
0.71,0.88,3,140,2,0,0,0,technical,0.018857143,low
0.88,0.52,4,166,2,0,0,0,technical,0.01253012,low
0.48,1,3,216,2,0,0,0,technical,0.013888889,low
0.16,0.97,6,235,3,0,0,0,technical,0.024765957,low
0.62,0.72,3,188,3,0,0,0,technical,0.011489362,low
0.74,0.51,4,185,2,1,0,0,support,0.011027027,low
0.83,0.98,5,189,4,1,0,0,management,0.025925926,low
0.5,0.91,3,212,2,0,0,0,IT,0.012877358,low
0.69,0.97,4,233,3,0,0,0,IT,0.016652361,low
0.87,0.91,5,268,3,0,0,0,IT,0.016977612,low
0.37,0.43,2,155,2,0,0,0,IT,0.005548387,low
0.9,0.98,4,257,3,0,0,0,IT,0.015252918,low
0.68,0.41,4,254,5,0,0,0,product_mng,0.006456693,low
0.93,0.63,4,143,3,1,0,0,product_mng,0.017622378,low
0.95,0.45,3,225,2,0,0,0,product_mng,0.006,low
0.99,1,4,223,2,1,0,0,product_mng,0.01793722,low
0.64,0.9,2,101,6,0,0,0,IT,0.017821782,low
0.96,0.37,2,159,6,0,0,0,RandD,0.004654088,low
0.92,0.54,5,141,2,0,0,0,RandD,0.019148936,low
0.22,0.52,5,147,5,1,0,0,RandD,0.017687075,low
0.82,0.99,5,252,3,1,0,0,RandD,0.019642857,low
0.75,0.89,3,196,3,0,0,0,RandD,0.013622449,low
0.2,0.89,6,244,3,0,0,0,RandD,0.021885246,low
0.64,0.73,3,142,3,0,0,0,marketing,0.015422535,low
0.62,0.9,4,155,4,0,0,0,sales,0.023225806,low
0.73,0.59,3,219,2,0,0,0,accounting,0.008082192,low
0.52,0.51,3,213,4,0,0,0,support,0.007183099,low
0.73,0.88,5,204,5,0,0,0,sales,0.021568627,low
0.76,0.78,3,189,2,0,0,0,sales,0.012380952,low
0.53,0.92,3,207,4,1,0,0,sales,0.013333333,low
0.65,0.72,3,134,3,0,0,0,sales,0.016119403,low
0.91,0.85,4,203,2,0,0,0,sales,0.016748768,low
0.69,0.76,5,222,3,1,0,0,sales,0.017117117,low
0.56,0.66,3,232,2,0,0,0,sales,0.008534483,low
0.55,0.81,4,267,5,0,0,0,accounting,0.012134831,low
0.74,0.5,5,131,3,0,0,0,accounting,0.019083969,low
0.86,0.86,3,155,4,0,0,0,accounting,0.016645161,low
0.82,0.74,3,232,3,0,0,0,hr,0.009568966,low
0.35,0.8,3,137,5,0,0,0,hr,0.017518248,low
0.93,0.99,4,136,4,0,0,0,hr,0.029117647,low
0.55,0.77,3,237,2,0,0,0,hr,0.009746835,low
0.99,0.68,4,190,3,0,0,0,technical,0.014315789,low
0.91,0.89,4,144,3,1,0,0,technical,0.024722222,low
0.24,0.65,6,194,3,0,0,0,technical,0.020103093,low
0.77,0.67,3,186,2,0,0,0,technical,0.010806452,low
0.64,0.66,3,218,3,0,0,0,technical,0.009082569,low
0.58,0.76,5,260,2,1,0,0,technical,0.014615385,low
0.65,0.99,4,200,4,0,0,0,technical,0.0198,low
0.44,0.68,3,140,3,0,0,0,technical,0.014571429,low
0.2,0.77,6,213,4,0,0,0,support,0.021690141,low
0.97,0.7,3,203,3,0,0,0,IT,0.010344828,low
0.79,0.48,4,184,5,1,0,0,IT,0.010434783,low
0.66,0.75,4,203,3,1,0,0,IT,0.014778325,low
0.96,0.69,3,214,2,1,0,0,IT,0.009672897,low
0.73,0.69,4,161,3,0,0,0,IT,0.017142857,low
0.29,0.58,5,234,2,0,0,0,product_mng,0.012393162,low
0.58,0.56,3,151,2,0,0,0,product_mng,0.011125828,low
0.72,0.58,4,149,3,0,0,0,product_mng,0.01557047,low
0.94,0.87,4,240,3,0,0,0,product_mng,0.0145,low
0.48,0.56,5,140,2,0,0,0,IT,0.02,low
0.6,0.99,3,187,2,0,0,0,RandD,0.015882353,low
0.97,0.58,5,156,2,1,0,0,RandD,0.018589744,low
0.74,0.41,4,250,4,0,0,0,RandD,0.00656,low
0.97,0.61,3,165,2,0,0,0,RandD,0.011090909,low
0.88,0.67,5,260,3,1,0,0,RandD,0.012884615,low
0.5,0.7,3,274,3,0,0,0,marketing,0.007664234,low
0.93,0.98,4,160,3,0,0,0,sales,0.0245,low
0.3,0.7,5,280,4,1,0,0,accounting,0.0125,low
0.69,0.53,3,142,3,0,0,0,support,0.011197183,low
0.69,0.9,2,155,2,0,0,0,technical,0.011612903,low
0.53,0.67,4,167,2,0,0,0,management,0.016047904,low
0.99,0.39,6,214,5,1,0,0,sales,0.010934579,low
0.5,0.89,5,222,3,0,0,0,sales,0.020045045,low
0.82,0.84,3,139,2,1,0,0,sales,0.018129496,low
0.68,0.56,4,272,3,0,0,0,sales,0.008235294,low
0.82,0.69,4,262,2,0,0,0,sales,0.010534351,low
0.32,0.81,2,249,3,0,0,0,accounting,0.006506024,low
0.93,0.86,4,219,3,0,0,0,accounting,0.015707763,low
0.42,0.73,4,208,5,0,0,0,accounting,0.014038462,low
0.22,0.44,3,166,6,0,0,0,hr,0.007951807,low
0.56,0.88,3,174,3,0,0,0,hr,0.015172414,low
0.77,0.75,4,225,3,0,0,0,hr,0.013333333,low
0.29,0.48,2,116,6,1,0,0,hr,0.008275862,low
0.97,0.65,3,219,2,0,0,0,technical,0.00890411,low
0.91,0.7,4,196,2,0,0,0,technical,0.014285714,low
0.52,0.67,4,210,3,1,0,0,technical,0.012761905,low
0.54,0.64,2,219,3,0,0,0,technical,0.005844749,low
0.54,0.98,3,197,3,0,0,0,technical,0.014923858,low
0.67,0.52,2,102,6,0,0,0,technical,0.010196078,low
0.72,0.85,3,186,4,0,0,0,technical,0.013709677,low
0.68,0.51,4,224,2,0,0,0,technical,0.009107143,low
0.65,0.98,3,283,2,1,0,0,technical,0.010388693,low
0.72,0.98,5,197,4,0,0,0,technical,0.024873096,low
0.55,0.82,2,197,4,0,0,0,technical,0.008324873,low
0.14,0.83,5,175,6,1,0,0,IT,0.023714286,low
0.81,0.67,4,216,3,0,0,0,IT,0.012407407,low
0.73,0.86,4,196,4,1,0,0,IT,0.01755102,low
0.58,0.8,5,187,3,1,0,0,product_mng,0.021390374,low
0.24,0.85,4,155,5,0,0,0,product_mng,0.021935484,low
0.31,0.86,3,205,5,0,0,0,product_mng,0.012585366,low
0.74,0.63,3,230,2,0,0,0,product_mng,0.008217391,low
0.86,0.69,5,157,3,0,0,0,IT,0.021974522,low
0.22,0.8,4,287,4,0,0,0,RandD,0.011149826,low
0.66,0.7,4,161,3,0,0,0,RandD,0.017391304,low
0.21,0.76,5,239,2,0,0,0,RandD,0.015899582,low
0.95,0.61,3,267,2,0,0,0,RandD,0.006853933,low
0.24,0.55,5,208,5,0,0,0,RandD,0.013221154,low
0.66,0.95,3,133,3,0,0,0,marketing,0.021428571,low
0.88,0.86,3,187,3,0,0,0,marketing,0.013796791,low
0.67,0.61,4,140,2,0,0,0,sales,0.017428571,low
0.75,0.58,4,270,3,0,0,0,accounting,0.008592593,low
0.93,0.48,3,147,3,0,0,0,support,0.009795918,low
0.64,0.71,3,181,2,0,0,0,technical,0.011767956,low
0.51,0.53,3,156,3,0,0,0,management,0.010192308,low
0.98,0.5,4,207,3,0,0,0,marketing,0.009661836,low
0.53,0.53,4,205,3,0,0,0,sales,0.010341463,low
0.75,0.66,5,177,2,0,0,0,sales,0.018644068,low
0.42,0.89,6,188,5,1,0,0,sales,0.028404255,low
0.54,0.74,3,185,4,0,0,0,sales,0.012,low
0.84,0.85,3,153,4,0,0,0,accounting,0.016666667,low
0.95,0.79,4,174,3,0,0,0,accounting,0.01816092,low
0.6,0.61,4,209,3,0,0,0,accounting,0.011674641,low
0.95,0.71,3,251,2,1,0,0,hr,0.008486056,low
0.62,0.89,3,153,3,1,0,0,hr,0.01745098,low
0.89,0.73,3,210,2,0,0,0,hr,0.010428571,low
0.73,0.93,5,167,3,0,0,0,hr,0.027844311,low
0.86,0.94,3,151,2,0,0,0,technical,0.018675497,low
0.76,0.73,3,158,2,0,0,0,technical,0.013860759,low
0.91,0.76,3,116,5,0,0,0,technical,0.019655172,low
1,0.81,5,178,2,0,0,0,technical,0.022752809,low
0.98,0.78,4,155,3,1,0,0,technical,0.020129032,low
0.65,0.89,3,151,2,0,0,0,technical,0.017682119,low
0.62,0.79,4,216,2,1,0,0,technical,0.01462963,low
0.83,0.82,5,179,3,0,0,0,technical,0.022905028,low
0.75,1,4,135,4,0,0,0,technical,0.02962963,low
0.82,0.63,4,232,4,0,0,0,technical,0.010862069,low
0.69,0.68,4,168,3,0,0,0,technical,0.016190476,low
0.6,0.64,5,221,2,0,0,0,technical,0.014479638,low
0.91,0.55,4,179,4,0,0,0,IT,0.012290503,low
0.95,0.49,4,146,6,1,0,0,IT,0.013424658,low
0.71,0.9,3,262,2,1,0,0,product_mng,0.010305344,low
0.9,0.69,4,174,2,0,0,0,product_mng,0.015862069,low
0.66,0.81,4,148,4,0,0,0,product_mng,0.021891892,low
0.48,0.59,5,235,3,0,0,0,product_mng,0.012553191,low
0.82,0.82,5,285,2,1,0,0,IT,0.014385965,low
0.83,0.79,4,143,3,0,0,0,RandD,0.022097902,low
0.85,0.82,6,141,5,0,0,0,RandD,0.034893617,low
0.84,0.47,3,125,4,0,0,0,RandD,0.01128,low
0.99,0.51,4,232,3,0,0,0,RandD,0.008793103,low
0.54,0.72,3,172,2,0,0,0,RandD,0.01255814,low
0.64,0.42,5,283,5,0,0,0,marketing,0.007420495,low
0.67,0.68,3,189,3,0,0,0,sales,0.010793651,low
0.48,0.54,2,144,3,0,0,0,accounting,0.0075,low
0.58,0.77,4,145,3,1,0,0,support,0.021241379,low
0.54,0.59,3,200,3,0,0,0,technical,0.00885,low
0.25,0.65,3,264,4,0,0,0,management,0.007386364,low
0.9,0.53,3,215,3,0,0,0,marketing,0.007395349,low
0.48,0.39,4,272,3,0,0,0,marketing,0.005735294,low
0.76,0.9,5,142,3,0,0,0,marketing,0.031690141,low
0.56,0.52,3,243,3,0,0,0,sales,0.006419753,low
0.97,0.81,3,249,2,0,0,0,sales,0.009759036,low
0.38,0.81,5,128,3,1,0,0,accounting,0.031640625,low
0.46,0.49,3,213,3,0,0,0,accounting,0.006901408,low
0.34,0.57,4,152,3,1,0,0,accounting,0.015,low
0.63,0.76,4,245,3,0,0,0,hr,0.012408163,low
0.57,0.56,4,113,3,0,0,0,hr,0.019823009,low
0.17,0.76,4,280,5,0,0,0,hr,0.010857143,low
0.74,0.67,3,273,3,1,0,0,hr,0.007362637,low
0.59,0.56,4,221,3,1,0,0,technical,0.010135747,low
0.49,0.61,5,133,3,0,0,0,technical,0.022932331,low
0.49,0.58,3,136,4,1,0,0,technical,0.012794118,low
0.61,0.71,4,243,3,1,0,0,technical,0.011687243,low
0.81,0.79,5,135,3,0,0,0,technical,0.029259259,low
0.74,0.63,3,231,3,0,0,0,technical,0.008181818,low
0.91,0.98,3,259,4,0,0,0,technical,0.011351351,low
0.71,0.66,3,238,2,0,0,0,technical,0.008319328,low
0.73,0.71,3,210,3,0,0,0,technical,0.010142857,low
0.44,0.4,3,120,6,0,0,0,technical,0.01,low
0.6,0.56,2,203,4,0,0,0,technical,0.005517241,low
0.73,0.88,4,148,2,0,0,0,support,0.023783784,low
0.8,0.54,4,258,3,0,0,0,support,0.008372093,low
0.21,0.52,5,130,2,0,0,0,IT,0.02,low
0.83,0.59,5,160,4,0,0,0,product_mng,0.0184375,low
0.66,0.76,3,155,4,1,0,0,product_mng,0.014709677,low
0.84,0.68,3,231,3,0,0,0,product_mng,0.008831169,low
0.87,0.57,4,227,3,0,0,0,product_mng,0.010044053,low
0.48,0.37,3,181,2,0,0,0,IT,0.006132597,low
0.84,0.79,4,222,3,0,0,0,RandD,0.014234234,low
0.49,0.71,3,196,3,0,0,0,RandD,0.010867347,low
0.67,0.93,3,206,3,0,0,0,RandD,0.013543689,low
0.12,0.93,6,257,6,1,0,0,RandD,0.021712062,low
0.99,0.67,5,153,2,0,0,0,RandD,0.021895425,low
0.17,0.59,5,250,5,0,0,0,marketing,0.0118,low
0.58,0.66,3,250,5,0,0,0,sales,0.00792,low
0.5,0.73,3,148,3,0,0,0,accounting,0.014797297,low
0.35,0.69,3,141,2,1,0,0,support,0.014680851,low
0.93,0.95,6,147,3,0,0,0,technical,0.03877551,low
0.73,0.87,3,142,3,0,0,0,management,0.018380282,low
0.91,0.54,3,210,2,0,0,0,marketing,0.007714286,low
0.72,0.66,3,152,2,0,0,0,marketing,0.013026316,low
0.51,0.39,3,149,3,0,0,0,marketing,0.007852349,low
0.55,0.92,3,198,3,0,0,0,sales,0.013939394,low
0.66,0.76,3,139,5,0,0,0,sales,0.016402878,low
0.87,0.52,3,158,2,1,0,0,sales,0.009873418,low
0.91,0.63,4,240,3,0,0,0,accounting,0.0105,low
0.54,0.5,2,123,4,1,0,0,accounting,0.008130081,low
1,0.59,4,174,3,0,0,0,hr,0.013563218,low
0.64,0.91,5,246,3,0,0,0,hr,0.018495935,low
0.65,0.96,5,173,2,0,0,0,hr,0.027745665,low
0.15,0.93,4,185,5,0,0,0,hr,0.020108108,low
0.81,0.83,4,259,3,1,0,0,technical,0.012818533,low
0.61,0.83,3,112,4,1,0,0,technical,0.022232143,low
0.61,0.97,3,148,3,0,0,0,RandD,0.019662162,low
0.23,0.52,5,236,4,0,0,0,RandD,0.011016949,low
0.4,0.38,3,280,2,0,0,0,marketing,0.004071429,low
0.57,0.6,3,218,3,0,0,0,sales,0.008256881,low
0.95,0.98,5,155,3,0,0,0,accounting,0.031612903,low
0.93,0.66,4,242,4,0,0,0,support,0.010909091,low
0.7,0.88,3,166,5,0,0,0,technical,0.015903614,low
0.58,0.9,4,175,3,1,0,0,management,0.020571429,low
0.52,0.95,5,234,3,0,0,0,marketing,0.020299145,low
0.98,0.88,5,232,3,0,0,0,marketing,0.018965517,low
0.93,0.94,4,156,3,1,0,0,marketing,0.024102564,low
0.34,0.63,5,248,3,0,0,0,sales,0.012701613,low
0.87,0.75,4,218,2,0,0,0,sales,0.013761468,low
0.52,0.96,5,251,2,1,0,0,sales,0.019123506,low
0.58,0.91,4,173,4,0,0,0,sales,0.021040462,low
0.83,0.61,5,257,2,0,0,0,hr,0.011867704,low
0.91,0.73,3,155,3,0,0,0,hr,0.014129032,low
0.9,0.76,2,211,4,0,0,0,technical,0.007203791,low
0.95,0.86,3,207,2,0,0,0,technical,0.012463768,low
0.69,0.95,3,126,6,0,0,0,technical,0.022619048,low
0.49,0.98,3,267,2,0,0,0,technical,0.011011236,low
0.45,0.37,6,226,2,0,0,0,technical,0.009823009,low
0.21,0.9,2,239,2,0,0,0,technical,0.007531381,low
0.55,0.51,4,155,3,0,0,0,IT,0.01316129,low
0.63,0.86,3,245,2,0,0,0,marketing,0.010530612,low
0.54,0.61,3,182,2,0,0,0,sales,0.010054945,low
0.85,0.53,4,181,2,0,0,0,accounting,0.011712707,low
0.51,0.52,3,164,3,0,0,0,support,0.009512195,low
0.88,0.86,5,257,3,0,0,0,technical,0.016731518,low
0.87,0.93,3,178,3,0,0,0,management,0.015674157,low
0.54,0.5,4,224,3,0,0,0,marketing,0.008928571,low
0.58,0.75,4,233,2,0,0,0,marketing,0.012875536,low
0.52,0.54,4,184,3,0,0,0,sales,0.01173913,low
0.5,0.7,3,188,2,0,0,0,sales,0.011170213,low
0.69,0.63,3,226,3,0,0,0,sales,0.008362832,low
0.74,0.46,6,145,3,0,0,0,accounting,0.019034483,low
0.5,0.9,4,171,2,0,0,0,hr,0.021052632,low
0.68,0.89,3,241,3,0,0,0,hr,0.011078838,low
0.68,0.99,3,247,2,1,0,0,technical,0.012024291,low
0.48,0.86,5,246,3,0,0,0,technical,0.017479675,low
0.59,0.72,3,188,3,1,0,0,technical,0.011489362,low
0.21,0.7,3,104,2,0,0,0,technical,0.020192308,low
0.99,0.73,5,197,4,1,0,0,technical,0.018527919,low
1,0.88,4,191,4,0,0,0,technical,0.018429319,low
0.84,0.51,4,173,2,0,0,0,technical,0.011791908,low
0.86,0.82,2,207,4,1,0,0,technical,0.007922705,low
0.94,0.97,5,197,5,1,0,0,technical,0.024619289,low
0.55,0.81,3,242,2,0,0,0,technical,0.010041322,low
0.79,0.59,3,145,2,0,0,0,support,0.012206897,low
0.91,0.9,4,174,3,0,0,0,support,0.020689655,low
0.84,0.94,4,270,3,1,0,0,support,0.013925926,low
0.72,0.68,4,238,3,0,0,0,support,0.011428571,low
0.68,0.85,4,156,2,0,0,0,support,0.021794872,low
0.74,0.85,5,135,2,0,0,0,support,0.031481481,low
0.93,0.67,5,237,4,0,0,0,product_mng,0.014135021,low
0.52,0.63,4,232,3,0,0,0,accounting,0.010862069,low
0.99,0.7,5,195,3,0,0,0,support,0.017948718,low
0.86,0.51,4,211,2,1,0,0,technical,0.009668246,low
0.15,0.84,4,275,5,0,0,0,marketing,0.012218182,low
0.57,0.54,3,140,3,0,0,0,marketing,0.011571429,low
0.67,0.6,3,157,3,0,0,0,marketing,0.011464968,low
0.83,0.82,5,273,4,0,0,0,sales,0.015018315,low
0.69,0.53,3,135,2,0,0,0,sales,0.011777778,low
0.64,0.83,3,188,4,0,0,0,sales,0.013244681,low
0.95,0.52,5,222,2,0,0,0,sales,0.011711712,low
0.97,0.52,4,231,3,0,0,0,sales,0.009004329,low
0.85,0.86,3,255,2,0,0,0,sales,0.010117647,low
0.72,0.51,3,254,2,0,0,0,sales,0.006023622,low
1,0.66,4,238,4,0,0,0,accounting,0.011092437,low
0.71,0.53,3,186,2,0,0,0,technical,0.008548387,low
0.99,0.6,4,259,4,0,0,0,technical,0.009266409,low
0.34,0.62,3,119,2,0,0,0,technical,0.015630252,low
0.58,0.91,3,223,2,0,0,0,technical,0.012242152,low
0.77,0.49,4,184,3,0,0,0,technical,0.010652174,low
0.64,0.5,3,238,4,0,0,0,technical,0.006302521,low
0.13,1,4,157,5,1,0,0,technical,0.025477707,low
0.98,0.6,2,249,3,0,0,0,technical,0.004819277,low
0.72,0.84,4,195,2,0,0,0,technical,0.017230769,low
0.55,0.79,3,162,2,0,0,0,technical,0.01462963,low
0.62,0.91,4,231,3,0,0,0,technical,0.015757576,low
0.74,0.91,2,264,3,0,0,0,support,0.006893939,low
0.69,0.96,3,210,3,0,0,0,support,0.013714286,low
0.6,0.63,4,192,3,0,0,0,support,0.013125,low
0.54,0.43,3,192,2,0,0,0,support,0.00671875,low
0.56,0.75,4,249,3,0,0,0,support,0.012048193,low
0.58,0.86,5,206,3,0,0,0,support,0.020873786,low
0.21,0.66,4,165,5,0,0,0,support,0.016,low
0.52,0.85,5,183,3,0,0,0,support,0.023224044,low
0.98,0.7,4,253,2,0,0,0,support,0.011067194,low
0.85,0.97,3,256,3,0,0,0,support,0.011367188,low
0.73,0.53,3,184,2,0,0,0,product_mng,0.008641304,low
0.47,0.6,4,263,5,0,0,0,RandD,0.009125475,low
0.88,0.88,3,214,2,1,0,0,RandD,0.012336449,low
0.62,0.67,2,153,3,0,0,0,marketing,0.00875817,low
0.24,0.48,5,123,5,1,0,0,sales,0.019512195,low
0.15,0.36,5,159,2,0,0,0,accounting,0.011320755,low
0.92,0.82,3,185,3,0,0,0,support,0.013297297,low
0.74,0.7,4,167,3,1,0,0,technical,0.016766467,low
0.86,0.77,3,271,3,0,0,0,management,0.008523985,low
0.96,0.61,3,140,3,0,0,0,marketing,0.013071429,low
0.54,0.6,4,141,3,0,0,0,marketing,0.017021277,low
0.99,0.87,4,190,2,0,0,0,marketing,0.018315789,low
0.72,0.73,5,134,2,0,0,0,sales,0.027238806,low
0.96,0.75,5,176,4,0,0,0,sales,0.021306818,low
0.73,0.73,4,194,2,0,0,0,sales,0.015051546,low
0.67,0.44,5,212,4,0,0,0,sales,0.010377358,low
0.58,0.72,5,234,3,1,0,0,sales,0.015384615,low
0.9,0.99,4,190,2,0,0,0,sales,0.020842105,low
0.99,0.37,5,155,3,0,0,0,sales,0.011935484,low
